Family	10A	10B	10C	10D	10F	11A	11B	11C	11D	11F	12A	12B	12C	12D	12F	13A	13C	13D	13F	14A	14B	14C	14D	14F	15A	15B	15C	15D	16A	16B	16C	16D	16F	18A	18B	18C	18D	18F	19A	19B	19C	19D	20A	20B	20C	20D	20F	21A	21B	21C	21F	22A	22B	22C	22D	22F	23A	23B	23C	23D	23F	24A1	24A2	24B	24D	24F	25A	25B	25C	25F	26A	26B	26C	26D	26F	27A	27B	27C	27D	28A	28B	28C	28D	28F	29A	29C	29D1	29D2	30A	30B	30C	30D	30F	31A	31B	31C	31D	31F	32A	32B	32C	32D1	32D2	32F	33A	33B	33C	33D	33F	34A	34B	34C	34D	35A	35B	35C	35D	3A	3B	3C	3D	3F	4A	4B	4C	4D	4F	6A	6B	6C	6D	6F	7A	7B	7C	7D
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae	4	2191	2798	0	5083	111	166	553	203	1235	1	2925	1349	20	5478	1501	2829	224	3485	1	0	3832	5	10014	0	485	8	0	20	1485	1244	398	350	154	588	146	266	40	1705	20	90	1452	1887	268	2344	151	1764	478	17	4024	4152	39	1	31	65	1820	0	67	170	1100	744	467	233	481	0	994	129	36	724	1424	132	31	2432	72	3727	57	4	1698	0	30	26	485	76	906	159	4056	498	79	118	28	164	687	3962	129	888	229	74	2410	674	63	7180	705	821	10449	55	24	1254	668	786	48	30	5	2	185	21	3240	62	5	1	950	23	310	0	0	154	4	6568	3	20	2122	21	4637	806	54	30	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010	0	138	46	0	37	15	8	72	5	73	0	260	347	0	844	2	303	84	48	0	0	170	0	146	0	5	2	0	0	277	174	0	44	0	2	0	0	0	0	0	0	355	94	36	92	12	83	8	0	782	155	0	0	0	0	110	0	1	0	0	2	0	0	12	0	17	0	0	19	1	0	0	290	0	42	0	0	49	44	5	0	26	6	0	23	1822	0	27	1	0	79	200	526	62	0	66	0	61	14	1	76	30	0	263	0	1	773	0	498	0	0	0	0	37	101	496	0	0	0	14	0	0	0	0	17	0	392	0	0	50	0	178	32	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-011	0	2	3	0	3	0	87	48	159	174	0	1	1	1	4	193	19	16	38	17	39	12	2	0	0	13	19	57	13	85	35	0	58	0	0	0	2	2	0	152	1	5	2	3	8	12	8	1	20	62	1	0	26	27	1	11	0	40	1	1	208	3	4	51	0	124	7	0	4	150	22	5	10	0	150	2	231	22	0	0	16	0	1	194	4	10	32	0	12	159	0	94	67	2	418	15	110	28	119	83	18	39	157	88	5	166	13	1	39	9	52	2	3	9	24	6	1	0	0	1	0	2	0	2	0	0	1	0	0	6	0	5	0	0	2	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group	0	1917	2103	0	1709	65	171	558	212	3426	3	2272	2338	3	2930	2877	2375	113	6211	0	0	2491	3	1902	1	70	3	0	4	1747	2312	60	991	0	2	0	9	76	0	11	0	969	125	36	6802	92	8663	84	3	3718	315	92	0	83	0	1356	13	34	2	0	771	95	28	198	0	520	43	49	1944	3296	182	1	4412	0	5869	11	4	3459	0	49	28	754	8	4532	180	3040	0	54	158	15	476	334	5152	31	385	331	0	412	28	0	2756	5	210	2194	364	79	3672	138	3242	40	29	0	358	243	0	2321	105	0	0	622	0	317	0	0	118	0	4313	0	4	492	1	501	187	0	0	0
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae	2	0	96	0	66	8	31	103	110	229	0	148	84	339	210	67	459	0	722	0	1	152	0	126	3	34	0	0	17	383	171	0	501	0	0	0	0	0	0	1	0	0	0	40	104	0	53	8	10	329	11	69	238	32	109	325	1	144	3	0	564	238	63	58	0	93	41	0	3	61	0	0	103	0	63	243	312	41	0	19	116	65	31	247	14	960	0	31	98	202	80	287	876	34	62	55	179	14	60	14	386	80	61	145	0	150	185	0	115	12	241	6	0	85	0	365	0	51	60	25	0	46	0	0	4	0	194	0	0	10	4	7	5	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;?	0	88	229	0	282	1	209	1550	1717	457	0	10	65	2	36	695	116	66	460	2	3	65	0	34	3	15	47	14	16	232	91	3	135	2	0	0	0	1	3	321	0	445	1	11	11	21	10	2	51	240	2	196	38	126	1	187	108	152	10	5	570	242	41	128	0	413	23	32	35	533	46	22	40	7	527	0	299	71	0	0	7	6	2	466	27	7	152	41	36	245	1	128	329	1	356	9	146	56	366	102	175	216	351	554	38	267	71	5	106	28	45	5	5	27	23	239	16	5	0	79	0	28	0	1	0	0	36	0	0	0	0	2	1	0	18	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae	0	390	400	0	718	9	67	388	308	462	0	402	105	6	190	318	461	32	304	0	0	251	0	106	1	55	6	0	13	576	375	264	148	2	1	0	10	4	717	36	0	137	16	48	75	6	121	76	62	511	236	12	12	134	18	231	2	119	4	0	237	162	35	56	50	133	164	0	272	417	20	4	328	0	924	59	0	215	0	5	5	78	1	240	18	235	468	64	4	30	24	145	564	9	241	18	66	512	207	18	434	239	803	524	0	0	605	122	574	15	23	0	0	58	0	108	12	5	0	113	0	46	2	3	6	8	516	11	9	120	11	136	35	11	0	2
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI	0	237	0	62	0	5	0	63	46	2	0	0	7	6	0	25	4	0	0	0	0	2	0	0	0	0	0	9	3	2	0	282	1	0	5	0	0	2	1	2	0	420	38	2622	0	3	1	857	6051	247	0	217	0	7	0	0	0	12	22	0	1	7	0	0	0	1	0	17	0	11	43	0	0	0	2	0	29	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	8	8	68	1	17	0	3	82	0	1	150	87	0	49	0	5	30	0	0	4	0	1	0	889	195	5	754	217	0	1	0	1	0	56	87	8	51	0	5	54	21	140
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae	0	47	114	18	178	52	3579	1944	816	5489	28	62	77	55	129	4738	869	2225	628	109	147	234	18	183	25	138	1151	531	118	963	1632	313	2018	57	79	9	104	88	202	4540	8	317	190	162	280	430	288	143	490	1694	56	104	1983	543	311	273	120	757	126	377	5103	384	119	2751	2	2847	248	153	656	3673	688	116	492	187	3347	450	4520	1180	108	22	341	122	447	6049	619	474	3704	171	1617	8438	190	9683	2772	1114	6491	646	6059	812	2547	3617	1301	4864	3155	2500	3091	8904	546	824	681	346	2367	189	758	812	1001	510	835	483	14	29	349	72	4	20	1	1	55	22	18	79	25	91	3	2	149	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Dethiobacteria;Dethiobacterales;Dethiobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	0	63	52	0	130	14	203	503	536	756	0	190	137	1	412	344	248	362	345	2	3	56	0	51	43	53	17	18	0	223	497	3	372	9	0	21	96	16	426	75	0	1	22	30	4431	23	5643	133	67	1438	346	546	8	240	27	169	0	74	356	0	438	384	227	99	27	372	67	0	7	219	4	43	176	0	456	2	36	311	0	13	0	47	1	237	55	515	12	33	0	33	57	26	359	26	372	7	28	246	146	54	203	48	380	377	11	5	498	258	970	63	1	0	0	42	6	241	0	0	0	12	1	17	2	0	4	18	95	83	24	129	20	173	2	0	0	0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;?	0	43	111	0	62	0	0	0	0	0	0	45	17	0	70	0	27	0	0	0	0	0	0	0	0	0	1	0	0	2	5	0	5	0	0	0	0	0	0	0	0	0	34	3	12	0	7	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	25	0	69	0	0	0	0
Bacteria;Firmicutes;Incertae Sedis;DTU014;?	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	2	0	7	0	0	0	0	0	1	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Limnochordia;Hydrogenispora;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Limnochordia;Hydrogenispora;uncultured Clostridia bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Limnochordia;MBA03;anaerobic digester metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;?;?	0	189	3	6	1	0	8	54	8	4	0	0	0	14	0	6	2	0	1	0	0	116	40	138	15	6	0	8	0	0	0	0	0	3	1	3	8	2	0	0	0	0	6	5	2	4	0	11	10	25	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	7	0	65	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	229	938	35	132	10721	452	407	171	1450	60	0	0	4	0	0	3	0	41	0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae	0	0	14	0	4	0	1	69	0	75	2	2	7	17	4	63	146	0	85	0	0	45	0	114	1	8	3	0	0	51	73	0	105	4	0	3	16	13	0	0	0	0	629	224	244	89	51	33	0	1	194	287	0	0	34	49	0	1	3	0	241	0	0	29	0	35	1	0	156	81	0	3	109	0	15	0	0	141	0	0	0	171	0	47	0	552	0	0	43	0	5	105	85	0	104	22	0	113	0	1	31	88	21	5	0	0	289	53	76	0	6	0	0	8	2	22	90	0	0	120	0	44	1	0	0	13	15	0	18	456	6	228	1	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae	0	0	7	0	3	0	0	8	6	15	0	0	0	0	0	158	2	1	80	0	0	3	0	0	0	3	0	0	0	9	7	0	5	0	2	0	0	2	0	2	0	0	43	19	361	7	129	73	0	15	193	0	7	62	0	30	0	18	9	0	558	44	39	50	0	366	48	0	44	204	4	4	4	0	30	0	4	25	0	0	0	9	1	292	141	20	0	29	10	0	0	0	19	0	42	0	0	111	212	17	4	77	450	42	0	0	78	0	194	148	0	0	473	0	1	19	0	0	0	2	0	0	0	0	0	0	1	0	0	118	0	183	0	1	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae	14	911	2827	0	1236	8	76	91	91	38	0	394	383	1	226	0	487	204	45	0	0	148	0	182	0	2	1	0	0	192	143	99	47	0	0	0	0	0	0	4	0	0	2	49	45	0	45	1	38	452	0	440	0	0	0	17	1	0	0	0	15	0	55	91	0	102	0	0	7	7	59	0	490	171	70	0	0	7186	0	0	2	552	0	186	29	73	0	36	0	9	29	139	40	93	136	85	17	1	1	13	2246	0	32	26	0	0	349	0	40	0	0	0	0	18	68	46	1	0	1	62	0	13	0	0	53	0	360	0	0	4	0	0	5	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae	49	0	66	349	26	5	548	61	0	21	2	3	0	1336	0	25	143	117	4	18	5	39	179	45	50	7	1	116	0	2	6	0	0	98	367	137	381	167	5	3	0	0	22	77	0	3	0	8	0	22	0	302	16	0	52	1	0	18	144	0	0	3	2	0	0	13	0	0	0	69	2	1	1	0	6	20	149	12	0	0	6	3	340	22	11	44	0	7	0	103	0	439	13	71	28	10	40	1	0	0	14	45	56	0	0	485	0	544	0	0	20	5	0	13	0	5	51	321	1438	26	607	6033	152	158	57	968	32	21	19	3	15	3	6	7	1	78
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	1921	501	578	4431	199	15	358	173	230	80	1	16	47	601	38	399	287	1286	473	8	1	555	24	1201	2281	43	5	351	338	184	158	81	225	29	21	19	288	185	191	317	629	431	552	460	863	97	217	182	443	156	353	72	115	221	21	252	17	174	14	403	617	151	128	126	72	208	81	59	713	490	182	0	333	494	45	1100	2047	530	64	0	32	163	4676	71	93	92	0	0	188	403	34	144	83	39	452	136	368	438	139	48	476	23	79	61	3000	497	130	144	30	60	206	5	0	47	1869	540	146	1335	304	1881	193	1139	50	49	37	73	349	6	635	596	178	349	77	2204	23	2973
Bacteria;Fusobacteriota;?;?;?	0	0	7	0	0	8	5	55	72	2	7	31	44	2400	6	3	6172	1374	54	0	7	1	22	3	20833	1827	5330	86	999	247	385	3547	167	16164	5242	41937	58577	7606	0	0	367	138	12910	8120	637	4650	363	16623	158	113	512	330	192	127	46	22	0	16	852	0	91	81	0	0	0	0	0	0	0	4	0	0	0	20	0	0	0	7	0	0	0	6	0	5	28	0	303	10	0	0	162	0	0	42	0	0	0	282	0	0	0	458	133	0	0	19	9	66	0	3	0	0	0	1158	0	0	0	2130	21	0	55097	154	17	15	5	16	0	67019	19623	3598	24519	319	40	0	99	0
Bacteria;Fusobacteriota;Fusobacteriia;?;?	0	0	40	0	85	14	105	81	52	137	0	18	4	0	33	346	80	0	296	0	0	183	0	101	0	87	3	0	3	109	83	0	36	0	0	0	3	0	0	4	0	0	5	0	14	5	37	5	23	323	5	0	22	57	0	122	0	141	17	0	76	46	82	140	0	150	0	0	144	360	0	17	67	0	319	0	5	39	0	31	27	37	2	14	76	266	128	43	3	9	3	6	61	0	687	12	0	80	125	18	68	64	123	148	0	8	159	1	104	22	22	2	1	2	0	64	1	0	0	13	0	9	0	0	0	1	34	0	5	18	6	1	1	0	0	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;?	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	21	0	0	0	0	313	0	122	2	445	89	33	0	0	0	0	5	0	3	54	0	20	0	0	0	0	0	10	0	0	36	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	57	5	67	0	0	0	0	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	5	1521	1811	116	1385	202	211	382	102	586	5389	6490	4358	102875	6492	1051	3259	71	3171	9116	2513	2062	34378	6314	34224	10287	40365	16165	224	460	2139	663	6564	10906	26822	6181	17681	26141	257	33	254	2390	33366	18340	9366	15740	15581	27640	413	362	35810	1287	462	871	549	4372	37	169	4378	995	1996	221	53	101	0	489	438	11	1447	1128	149	4	419	353	1933	2141	2629	6302	17	2	79	170	52	162	768	286	1818	164	47	117	278	2495	201	388	162	100	226	35691	40	41	530	444	817	864	55	650	417	907	266	203	499	28	182	1083	28	376	851	7192	411	277	15516	1309	7284	12854	8102	7455	10525	50235	45165	59570	51384	60286	7679	6	1325	72
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	0	0	0	0	0	0	2	28	0	0	0	0	0	7	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	2	1	0	0	0	0	0	0	3	5	0	68	0	0	0	0	255	0	59	0	0	0	0	0	3	0	10	125	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Gemmatimonadota;S0134 terrestrial group;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Latescibacterota;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Latescibacterota;metagenome;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Methylomirabilota;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;WX65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Myxococcota;Polyangia;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
