Family	10A	10B	10C	10D	10F	11A	11B	11C	11D	11F	12A	12B	12C	12D	12F	13A	13C	13D	13F	14A	14B	14C	14D	14F	15A	15B	15C	15D	16A	16B	16C	16D	16F	18A	18B	18C	18D	18F	19A	19B	19C	19D	20A	20B	20C	20D	20F	21A	21B	21C	21F	22A	22B	22C	22D	22F	23A	23B	23C	23D	23F	24A1	24A2	24B	24D	24F	25A	25B	25C	25F	26A	26B	26C	26D	26F	27A	27B	27C	27D	28A	28B	28C	28D	28F	29A	29C	29D1	29D2	30A	30B	30C	30D	30F	31A	31B	31C	31D	31F	32A	32B	32C	32D1	32D2	32F	33A	33B	33C	33D	33F	34A	34B	34C	34D	35A	35B	35C	35D	3A	3B	3C	3D	3F	4A	4B	4C	4D	4F	6A	6B	6C	6D	6F	7A	7B	7C	7D
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	0	0	45	18	45	54	0	624	1872	380	7	18	511	158	52	258	63	219	48	1037	1212	54	533	70	15	5196	60	262	4	154	838	0	331	14	35	9	263	623	5889	129	591	871	3888	3104	684	746	327	2192	145	130	16916	756	15	138	446	22	102	37	108	127	446	150	344	21	437	92	49	0	1	211	0	2	14	37	135	120	10	44	0	8	28	7	0	0	36	7	11	46	0	13	117	20	3	1	149	14	109	11914	99	42	10	77	65	0	120	99	1	0	0	17	8	0	0	14	9	2	39	904	135	246	6936	270	1125	1149	616	1870	78	5174	2537	436	2551	661	1	30	110	0
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	143	0	4	0	0	35	0	0	574	0	0	0	0	0	0	0	0	0	0	22	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;PLTA13;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae	0	0	6	0	7	18	40	5	17	48	0	0	0	2	0	239	50	0	7	0	0	7	0	7	0	0	0	0	0	10	64	0	16	0	4	0	0	0	0	7	0	0	0	1	0	17	0	7	0	4	0	0	0	0	1	7	0	3	0	0	8	0	0	3	0	47	0	0	32	156	0	0	0	7	127	0	15	59	0	0	0	2	0	47	1	0	17	0	0	6	0	13	9	0	0	2	7	0	0	0	2	0	110	0	3	12	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	31	0	0	0	0	0	3	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae	22	263	0	0	3	83	52	67	117	69	3	1	4	12	2	229	18	11369	25	8	129	22	3	1	87	42	21	15	84	39	90	1150	11	12	62	43	44	7	165	77	540	1778	148	875	10	57	3	1063	16	4	1	42963	2322	706	3765	12	6969	664	246	5138	148	3145	52526	267	281	125	1525	14	23	257	692	215	112	2791	578	6376	542	21	441	393	937	153	3356	45	751	15	1516	329	101	117	150	2673	7	202	13	6	74	0	69	18	9	148	220	56	5876	110	9	290	1	26	23	6	2179	280	54	1	169	11	3	3	12	17	0	2	0	423	1	2	4	0	0	0	14	2	0	5920
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	0	311	1	0	0	4	1	11	13	0	0	0	4	8	3	0	0	56	0	0	0	0	0	1	0	1	1	0	0	2	11	0	1	2	4	5	8	2	0	0	0	603	4	8	7	3	0	225	1	0	1	127	0	0	0	0	0	0	7	1138	0	48	64	26	0	0	0	0	0	0	34	9	0	98	0	252	0	2	22	0	15	37	0	0	4	0	140	41	0	0	3	11	0	0	4	0	46	1	0	0	0	0	11	0	0	0	0	553	0	0	0	0	0	104	237	0	23	1	0	0	116	0	0	0	1	0	4	5	34	5	5	0	0	0	0	2
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;SAR86 clade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;uncultured marine microorganism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae	0	4	0	0	0	0	0	0	42	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	3	1	1	0	18	0	3004	0	3	0	0	0	0	0	0	0	10338	0	0	15	0	3	4	0	0	0	206	0	0	136	0	35	0	2	6625	0	1	7125	0	73	0	157	0	1	0	20	1	13	61	0	11	1	35	0	0	5	0	3	0	0	0	3	0	0	0	0	0	0	0	0	1	27	0	11	0	0	0	0	0	28	0	6	2	0	0	0	0	136	4	0	3	0	0	12	0	0	0	3	2	6	25	3	0	0	1	0	0	0	0	1	0
Bacteria;Spirochaetota;?;?;?	0	614	203	0	54	53	29	50	0	13	0	121	57	0	353	3	366	0	436	0	0	3229	0	4066	0	4	28	0	0	981	1939	0	994	0	0	0	0	0	0	0	0	0	9	13	32	15	81	5	0	328	10	408	0	0	0	722	0	0	0	0	3	0	0	67	0	3	0	4	139	11	0	0	124	0	6	0	0	26	0	0	1	99	0	23	0	2124	0	0	0	5	892	90	1176	35	16	71	0	25	0	0	521	0	0	1119	0	10	662	0	231	0	1	0	0	94	0	1548	0	0	0	541	0	315	0	8	301	1	587	0	10	266	1	13	99	0	0	0
Bacteria;Spirochaetota;Brachyspirae;Brachyspirales;Brachyspiraceae	0	0	0	0	0	9425	0	3	0	2	0	1	121	0	8	0	1	0	74	0	0	10	0	2	0	0	4	0	0	41	17	0	1	0	1	1	0	0	0	0	0	0	12	0	41	29	116	2	0	3	19	0	0	0	0	50	0	0	0	0	0	0	0	36	0	0	0	676	224	0	0	0	1791	0	4	0	0	17	0	0	0	10	0	0	0	0	0	0	0	1	153	0	2	239	0	15	0	5	0	0	15	0	0	2	25	0	2218	0	4	65	11	2	31	647	0	8255	0	0	0	0	0	0	0	0	47	0	40	0	11	2126	15	20	4	0	0	0
Bacteria;Spirochaetota;Spirochaetia;?;?	0	13	7	0	1	0	0	0	0	0	0	0	1	0	2	0	2	0	5	0	0	3	0	2	0	2	0	0	0	15	6	0	6	9	0	4	5	0	0	0	0	0	5	42	2	18	0	50	0	0	1	0	0	0	0	21	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	1	0	0	0	0	0	0	6	0	0	0	13	0	0	0	0	15	0	20	0	0	1	0	1	0	0	0	0	0	16	0	0	16	0	2	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	9	0	118	26	181	8	135	0	2	0	0	0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;?	0	249	25	0	6	27	21	0	0	7	0	3	13	0	8	0	21	0	7	0	0	97	0	39	0	0	1	0	0	254	181	0	263	6	0	0	4	0	0	0	0	0	0	11	4	0	5	3	0	134	7	0	0	0	0	41	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	19	0	0	0	0	9	0	0	0	0	0	0	0	132	0	0	0	0	0	34	51	0	0	20	0	3	0	0	2	0	38	34	0	1	393	0	156	0	0	0	0	0	0	217	0	0	0	8	0	9	0	0	0	0	42	0	12	32	4	1	7	0	0	0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae	0	1180	181	0	72	33	16	32	0	5	0	433	114	0	44	1	50	0	262	0	0	360	0	1021	0	206	806	0	0	1146	1217	0	2728	0	0	0	0	0	0	0	0	0	0	0	44	0	2773	0	0	283	0	1	0	0	0	950	0	0	0	198	4	0	0	39	0	29	0	1029	201	3	0	0	1071	54	167	0	0	171	46	0	6	4208	0	41	0	934	0	0	0	2	68	59	801	0	85	165	0	9	7	0	1617	9	21	452	0	2	989	20	238	0	8	0	0	141	0	5307	0	0	0	28	0	11	0	0	4758	0	125	0	3	0	0	0	32	0	0	0
Bacteria;Synergistota;Synergistia;?;?	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	48	29	55	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	13	9	0	0	34	0	0	0	0	23	0	46	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	15	361	0	19	0	0	0	0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae	0	0	15	0	2	0	5	0	0	15	1	23	5	9	6	2	2	0	8	1	1	86	0	68	0	6	13	15	0	2	40	0	18	23	10	38	22	351	0	0	0	0	0	0	1102	20	2695	9	3	18	12	0	0	132	0	5	0	0	0	0	32	0	0	7	0	1	3	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	4	0	51	0	0	0	0	0	0	1	0	0	3	0	8	0	0	8	0	0	6	0	0	20	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	0	7	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae	0	0	0	0	0	0	0	0	1	1	3	19	10	29	21	0	0	0	4	0	0	7	1	15	3	3	16	4	0	4	1	0	8	2	12	0	6	25	0	0	0	0	0	1	12	3	21	47	0	0	123	0	0	1	0	2	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	8	1	36	42	40	41	0	0	0	0
Bacteria;Verrucomicrobia;Opitutae;[Cerasicoccales];[Cerasicoccaceae]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	0	0	0	0	0	0	204	21	7	31	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	33	12	0	1	0	0	0	0	0	348	0	0	2	0	0	0	0	0	0	1	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	1	0	3	0	0	4	0	16	4	0	2	4	0	0	57	201	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;?	0	93	10	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	1	0	1	0	0	0	0	0	15	17	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	10	0	0	0	7	0	3	0	32	0	0	0	0	0	8	0	0	0	1	0	0	0	0	7	0	0	2	0	0	8	0	40	0	0	0	0	0	0	52	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0
Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;uncultured rumen bacterium	0	0	0	0	0	0	0	10	0	5	0	3	7	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	9	0	0	0	11	0	3	0	0	6	0	0	0	1	0	0	0	10	0	0	0	0	2	2	3	0	55	13	0	0	0	0	2	0	0	5	0	0	10	0	51	0	0	2	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Oligosphaeraceae	0	0	0	0	0	0	0	1	2	4	0	0	2	0	3	0	0	0	3	0	0	0	0	3	0	0	0	0	0	12	7	0	0	0	0	0	0	0	0	0	0	0	0	24	2	0	0	0	0	19	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	53	0	0	0	0	11	23	0	0	0	0	0	0	0	0	2	0	0	4	0	0	3	0	11	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;Victivallaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	8	0
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;vadinBE97	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	5	0	1	0	0	1	0	8	0	0	0	0	0	16	10	0	5	0	0	0	0	0	0	0	0	0	0	4	9	2	3	3	0	27	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0	0	3	0	0	0	4	0	0	0	195	0	0	0	0	0	7	1	0	73	2	10	0	0	0	2	0	0	9	0	0	13	0	48	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;?;?	0	96	29	0	7	0	22	109	138	3	0	11	2	0	43	0	252	8	0	0	0	0	0	0	0	0	0	0	0	13	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	7	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	62	0	0	26	315	111	0	0	0	0	0	0	43	24	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	8	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;UA11;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;?	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	4	0	7	0	3	0	0	0	10	5	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae	0	0	0	0	0	15	523	2174	1646	419	6125	152	708	38	152	0	3697	834	3	0	0	26	0	0	0	0	0	2	148	50450	2528	507	8525	1	0	0	0	0	401	341	856	1549	0	151	2	0	0	3	802	196	1	1696	47	33	0	1	3	0	28	797	0	28	52	0	0	0	74	0	0	10	0	0	0	140	0	0	3	3	0	0	14	20	1132	0	0	15	187	0	0	12	1	11	0	0	0	0	0	0	0	0	0	0	0	1	244	7	0	314	0	0	0	0	0	87	0	0	980	0	0	0	0	0	1	0	17	0	37	0	4	0	8	1	0	0	29	0
