	#SampleID	Taxonomy	GROUP	Subgroup	Value	Total	RelativeAbundance
286	11B	Bacteria|p_Cyanobacteria	CHJ-BPD/DS+	MAM-I	5	171912	2.90846479594211e-05
287	11B	Bacteria|p_Dadabacteria	CHJ-BPD/DS+	MAM-I	0	171912	0.0
288	11B	Bacteria|p_Deferribacterota	CHJ-BPD/DS+	MAM-I	1	171912	5.81692959188422e-06
289	11B	Bacteria|p_Deinococcota	CHJ-BPD/DS+	MAM-I	0	171912	0.0
290	11B	Bacteria|p_Desulfobacterota	CHJ-BPD/DS+	MAM-I	192	171912	0.0011168504816417703
291	11B	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS+	MAM-I	12	171912	6.980315510261064e-05
292	11B	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS+	MAM-I	0	171912	0.0
293	11B	Bacteria|p_Fibrobacteres	CHJ-BPD/DS+	MAM-I	1	171912	5.81692959188422e-06
294	11B	Bacteria|p_Fibrobacterota	CHJ-BPD/DS+	MAM-I	6	171912	3.490157755130532e-05
295	11B	Bacteria|p_Firmicutes	CHJ-BPD/DS+	MAM-I	95363	171912	0.5547198566708549
296	11B	Bacteria|p_Fusobacteria	CHJ-BPD/DS+	MAM-I	358	171912	0.0020824607938945507
297	11B	Bacteria|p_Fusobacteriota	CHJ-BPD/DS+	MAM-I	323	171912	0.001878868258178603
298	11B	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS+	MAM-I	0	171912	0.0
299	11B	Bacteria|p_Latescibacterota	CHJ-BPD/DS+	MAM-I	0	171912	0.0
300	11B	Bacteria|p_Methylomirabilota	CHJ-BPD/DS+	MAM-I	0	171912	0.0
301	11B	Bacteria|p_Myxococcota	CHJ-BPD/DS+	MAM-I	0	171912	0.0
302	11B	Bacteria|p_NB1-j	CHJ-BPD/DS+	MAM-I	0	171912	0.0
303	11B	Bacteria|p_Nitrospirota	CHJ-BPD/DS+	MAM-I	0	171912	0.0
304	11B	Bacteria|p_Patescibacteria	CHJ-BPD/DS+	MAM-I	32768	171912	0.19060914886686212
305	11B	Bacteria|p_Planctomycetota	CHJ-BPD/DS+	MAM-I	0	171912	0.0
306	11B	Bacteria|p_Proteobacteria	CHJ-BPD/DS+	MAM-I	15895	171912	0.09246009586299968
307	11B	Bacteria|p_Spirochaetota	CHJ-BPD/DS+	MAM-I	66	171912	0.0003839173530643585
308	11B	Bacteria|p_Synergistota	CHJ-BPD/DS+	MAM-I	5	171912	2.90846479594211e-05
309	11B	Bacteria|p_Tenericutes	CHJ-BPD/DS+	MAM-I	0	171912	0.0
310	11B	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS+	MAM-I	204	171912	0.001186653636744381
311	11B	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS+	MAM-I	545	171912	0.0031702266275768997
312	11B	Bacteria|p_WPS-2	CHJ-BPD/DS+	MAM-I	7	171912	4.0718507143189536e-05
313	11B	Eukaryota	CHJ-BPD/DS+	MAM-I	0	171912	0.0
315	11C	Archaea|p_Crenarchaeota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
316	11C	Archaea|p_Euryarchaeota	CHJ-BPD/DS+	MAMLI	2835	145052	0.019544714998759066
317	11C	Archaea|p_Halobacterota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
318	11C	Archaea|p_Thermoplasmatota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
319	11C	Bacteria	CHJ-BPD/DS+	MAMLI	58	145052	0.00039985660314921544
320	11C	Bacteria|p_Acidobacteriota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
321	11C	Bacteria|p_Actinobacteria	CHJ-BPD/DS+	MAMLI	506	145052	0.003488404158508673
322	11C	Bacteria|p_Actinobacteriota	CHJ-BPD/DS+	MAMLI	6810	145052	0.04694868047320961
323	11C	Bacteria|p_Bacteroidetes	CHJ-BPD/DS+	MAMLI	2	145052	1.3788158729283292e-05
324	11C	Bacteria|p_Bacteroidota	CHJ-BPD/DS+	MAMLI	9084	145052	0.06262581694840472
325	11C	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
326	11C	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
327	11C	Bacteria|p_Caldisericota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
328	11C	Bacteria|p_Campylobacterota	CHJ-BPD/DS+	MAMLI	4699	145052	0.03239527893445109
329	11C	Bacteria|p_Chloroflexi	CHJ-BPD/DS+	MAMLI	0	145052	0.0
330	11C	Bacteria|p_Cloacimonadota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
331	11C	Bacteria|p_Cyanobacteria	CHJ-BPD/DS+	MAMLI	140	145052	0.0009651711110498304
332	11C	Bacteria|p_Dadabacteria	CHJ-BPD/DS+	MAMLI	0	145052	0.0
333	11C	Bacteria|p_Deferribacterota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
334	11C	Bacteria|p_Deinococcota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
335	11C	Bacteria|p_Desulfobacterota	CHJ-BPD/DS+	MAMLI	787	145052	0.005425640459972975
336	11C	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
337	11C	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
338	11C	Bacteria|p_Fibrobacteres	CHJ-BPD/DS+	MAMLI	0	145052	0.0
339	11C	Bacteria|p_Fibrobacterota	CHJ-BPD/DS+	MAMLI	73	145052	0.0005032677936188402
340	11C	Bacteria|p_Firmicutes	CHJ-BPD/DS+	MAMLI	89148	145052	0.6145933871990734
341	11C	Bacteria|p_Fusobacteria	CHJ-BPD/DS+	MAMLI	173	145052	0.0011926757300830047
342	11C	Bacteria|p_Fusobacteriota	CHJ-BPD/DS+	MAMLI	546	145052	0.0037641673330943387
343	11C	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
344	11C	Bacteria|p_Latescibacterota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
345	11C	Bacteria|p_Methylomirabilota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
346	11C	Bacteria|p_Myxococcota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
347	11C	Bacteria|p_NB1-j	CHJ-BPD/DS+	MAMLI	0	145052	0.0
348	11C	Bacteria|p_Nitrospirota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
349	11C	Bacteria|p_Patescibacteria	CHJ-BPD/DS+	MAMLI	20312	145052	0.1400325400546011
350	11C	Bacteria|p_Planctomycetota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
351	11C	Bacteria|p_Proteobacteria	CHJ-BPD/DS+	MAMLI	6986	145052	0.048162038441386536
352	11C	Bacteria|p_Spirochaetota	CHJ-BPD/DS+	MAMLI	85	145052	0.0005859967459945399
353	11C	Bacteria|p_Synergistota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
354	11C	Bacteria|p_Tenericutes	CHJ-BPD/DS+	MAMLI	0	145052	0.0
355	11C	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS+	MAMLI	21	145052	0.00014477566665747457
356	11C	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS+	MAMLI	2294	145052	0.015815018062487935
357	11C	Bacteria|p_WPS-2	CHJ-BPD/DS+	MAMLI	0	145052	0.0
358	11C	Eukaryota	CHJ-BPD/DS+	MAMLI	0	145052	0.0
360	11D	Archaea|p_Crenarchaeota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
361	11D	Archaea|p_Euryarchaeota	CHJ-BPD/DS+	MAM-D	1582	246708	0.0064124389967086595
362	11D	Archaea|p_Halobacterota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
363	11D	Archaea|p_Thermoplasmatota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
364	11D	Bacteria	CHJ-BPD/DS+	MAM-D	388	246708	0.0015727094378779772
365	11D	Bacteria|p_Acidobacteriota	CHJ-BPD/DS+	MAM-D	1	246708	4.0533748398916935e-06
366	11D	Bacteria|p_Actinobacteria	CHJ-BPD/DS+	MAM-D	2630	246708	0.010660375828915155
367	11D	Bacteria|p_Actinobacteriota	CHJ-BPD/DS+	MAM-D	23879	246708	0.09679053780177375
368	11D	Bacteria|p_Bacteroidetes	CHJ-BPD/DS+	MAM-D	21	246708	8.512087163772556e-05
369	11D	Bacteria|p_Bacteroidota	CHJ-BPD/DS+	MAM-D	6899	246708	0.027964233020412795
370	11D	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
371	11D	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
372	11D	Bacteria|p_Caldisericota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
373	11D	Bacteria|p_Campylobacterota	CHJ-BPD/DS+	MAM-D	3934	246708	0.015945976620133924
374	11D	Bacteria|p_Chloroflexi	CHJ-BPD/DS+	MAM-D	0	246708	0.0
375	11D	Bacteria|p_Cloacimonadota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
376	11D	Bacteria|p_Cyanobacteria	CHJ-BPD/DS+	MAM-D	33	246708	0.00013376136971642589
377	11D	Bacteria|p_Dadabacteria	CHJ-BPD/DS+	MAM-D	0	246708	0.0
378	11D	Bacteria|p_Deferribacterota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
379	11D	Bacteria|p_Deinococcota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
380	11D	Bacteria|p_Desulfobacterota	CHJ-BPD/DS+	MAM-D	144	246708	0.0005836859769444039
381	11D	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
382	11D	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
383	11D	Bacteria|p_Fibrobacteres	CHJ-BPD/DS+	MAM-D	0	246708	0.0
384	11D	Bacteria|p_Fibrobacterota	CHJ-BPD/DS+	MAM-D	107	246708	0.00043371110786841123
385	11D	Bacteria|p_Firmicutes	CHJ-BPD/DS+	MAM-D	175850	246708	0.7127859655949543
386	11D	Bacteria|p_Fusobacteria	CHJ-BPD/DS+	MAM-D	230	246708	0.0009322762131750896
387	11D	Bacteria|p_Fusobacteriota	CHJ-BPD/DS+	MAM-D	226	246708	0.0009160627138155228
388	11D	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS+	MAM-D	1	246708	4.0533748398916935e-06
389	11D	Bacteria|p_Latescibacterota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
390	11D	Bacteria|p_Methylomirabilota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
391	11D	Bacteria|p_Myxococcota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
392	11D	Bacteria|p_NB1-j	CHJ-BPD/DS+	MAM-D	0	246708	0.0
393	11D	Bacteria|p_Nitrospirota	CHJ-BPD/DS+	MAM-D	1	246708	4.0533748398916935e-06
394	11D	Bacteria|p_Patescibacteria	CHJ-BPD/DS+	MAM-D	10153	246708	0.041153914749420366
395	11D	Bacteria|p_Planctomycetota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
396	11D	Bacteria|p_Proteobacteria	CHJ-BPD/DS+	MAM-D	11796	246708	0.04781360961136242
397	11D	Bacteria|p_Spirochaetota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
398	11D	Bacteria|p_Synergistota	CHJ-BPD/DS+	MAM-D	0	246708	0.0
399	11D	Bacteria|p_Tenericutes	CHJ-BPD/DS+	MAM-D	1	246708	4.0533748398916935e-06
400	11D	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS+	MAM-D	7	246708	2.8373623879241858e-05
401	11D	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS+	MAM-D	1786	246708	0.007239327464046565
402	11D	Bacteria|p_WPS-2	CHJ-BPD/DS+	MAM-D	0	246708	0.0
403	11D	Eukaryota	CHJ-BPD/DS+	MAM-D	1	246708	4.0533748398916935e-06
405	11F	Archaea|p_Crenarchaeota	CHJ-BPD/DS+	Fecal	0	157222	0.0
406	11F	Archaea|p_Euryarchaeota	CHJ-BPD/DS+	Fecal	5124	157222	0.03259085878566613
407	11F	Archaea|p_Halobacterota	CHJ-BPD/DS+	Fecal	0	157222	0.0
408	11F	Archaea|p_Thermoplasmatota	CHJ-BPD/DS+	Fecal	0	157222	0.0
409	11F	Bacteria	CHJ-BPD/DS+	Fecal	282	157222	0.0017936421111549275
410	11F	Bacteria|p_Acidobacteriota	CHJ-BPD/DS+	Fecal	0	157222	0.0
411	11F	Bacteria|p_Actinobacteria	CHJ-BPD/DS+	Fecal	160	157222	0.0010176692829247816
412	11F	Bacteria|p_Actinobacteriota	CHJ-BPD/DS+	Fecal	3777	157222	0.024023355510043122
413	11F	Bacteria|p_Bacteroidetes	CHJ-BPD/DS+	Fecal	27	157222	0.00017173169149355689
414	11F	Bacteria|p_Bacteroidota	CHJ-BPD/DS+	Fecal	8833	157222	0.05618170485046622
415	11F	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS+	Fecal	0	157222	0.0
416	11F	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS+	Fecal	0	157222	0.0
417	11F	Bacteria|p_Caldisericota	CHJ-BPD/DS+	Fecal	2	157222	1.2720866036559769e-05
418	11F	Bacteria|p_Campylobacterota	CHJ-BPD/DS+	Fecal	1846	157222	0.011741359351744666
419	11F	Bacteria|p_Chloroflexi	CHJ-BPD/DS+	Fecal	0	157222	0.0
420	11F	Bacteria|p_Cloacimonadota	CHJ-BPD/DS+	Fecal	0	157222	0.0
421	11F	Bacteria|p_Cyanobacteria	CHJ-BPD/DS+	Fecal	101	157222	0.0006424037348462683
422	11F	Bacteria|p_Dadabacteria	CHJ-BPD/DS+	Fecal	0	157222	0.0
423	11F	Bacteria|p_Deferribacterota	CHJ-BPD/DS+	Fecal	0	157222	0.0
424	11F	Bacteria|p_Deinococcota	CHJ-BPD/DS+	Fecal	0	157222	0.0
425	11F	Bacteria|p_Desulfobacterota	CHJ-BPD/DS+	Fecal	158	157222	0.0010049484168882217
426	11F	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS+	Fecal	0	157222	0.0
427	11F	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS+	Fecal	0	157222	0.0
428	11F	Bacteria|p_Fibrobacteres	CHJ-BPD/DS+	Fecal	3	157222	1.9081299054839654e-05
429	11F	Bacteria|p_Fibrobacterota	CHJ-BPD/DS+	Fecal	39	157222	0.0002480568877129155
430	11F	Bacteria|p_Firmicutes	CHJ-BPD/DS+	Fecal	87587	157222	0.5570912467720802
431	11F	Bacteria|p_Fusobacteria	CHJ-BPD/DS+	Fecal	80	157222	0.0005088346414623908
432	11F	Bacteria|p_Fusobacteriota	CHJ-BPD/DS+	Fecal	725	157222	0.004611313938252916
433	11F	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS+	Fecal	0	157222	0.0
434	11F	Bacteria|p_Latescibacterota	CHJ-BPD/DS+	Fecal	0	157222	0.0
435	11F	Bacteria|p_Methylomirabilota	CHJ-BPD/DS+	Fecal	0	157222	0.0
436	11F	Bacteria|p_Myxococcota	CHJ-BPD/DS+	Fecal	0	157222	0.0
437	11F	Bacteria|p_NB1-j	CHJ-BPD/DS+	Fecal	0	157222	0.0
438	11F	Bacteria|p_Nitrospirota	CHJ-BPD/DS+	Fecal	0	157222	0.0
439	11F	Bacteria|p_Patescibacteria	CHJ-BPD/DS+	Fecal	44723	157222	0.2844576458765313
440	11F	Bacteria|p_Planctomycetota	CHJ-BPD/DS+	Fecal	0	157222	0.0
441	11F	Bacteria|p_Proteobacteria	CHJ-BPD/DS+	Fecal	3241	157222	0.020614163412245104
442	11F	Bacteria|p_Spirochaetota	CHJ-BPD/DS+	Fecal	27	157222	0.00017173169149355689
443	11F	Bacteria|p_Synergistota	CHJ-BPD/DS+	Fecal	17	157222	0.00010812736131075804
444	11F	Bacteria|p_Tenericutes	CHJ-BPD/DS+	Fecal	1	157222	6.3604330182798845e-06
445	11F	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS+	Fecal	31	157222	0.00019717342356667642
446	11F	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS+	Fecal	436	157222	0.0027731487959700295
447	11F	Bacteria|p_WPS-2	CHJ-BPD/DS+	Fecal	2	157222	1.2720866036559769e-05
448	11F	Eukaryota	CHJ-BPD/DS+	Fecal	0	157222	0.0
450	12A	Archaea|p_Crenarchaeota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
451	12A	Archaea|p_Euryarchaeota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
452	12A	Archaea|p_Halobacterota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
453	12A	Archaea|p_Thermoplasmatota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
454	12A	Bacteria	CHJ-BPD/DS+	MAM-J	21	177732	0.00011815542502194315
455	12A	Bacteria|p_Acidobacteriota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
456	12A	Bacteria|p_Actinobacteria	CHJ-BPD/DS+	MAM-J	26	177732	0.00014628766907478675
457	12A	Bacteria|p_Actinobacteriota	CHJ-BPD/DS+	MAM-J	62	177732	0.00034883982625526076
458	12A	Bacteria|p_Bacteroidetes	CHJ-BPD/DS+	MAM-J	0	177732	0.0
459	12A	Bacteria|p_Bacteroidota	CHJ-BPD/DS+	MAM-J	26136	177732	0.1470528661130241
460	12A	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
461	12A	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
462	12A	Bacteria|p_Caldisericota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
463	12A	Bacteria|p_Campylobacterota	CHJ-BPD/DS+	MAM-J	1092	177732	0.006144082101141044
464	12A	Bacteria|p_Chloroflexi	CHJ-BPD/DS+	MAM-J	0	177732	0.0
465	12A	Bacteria|p_Cloacimonadota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
466	12A	Bacteria|p_Cyanobacteria	CHJ-BPD/DS+	MAM-J	3	177732	1.6879346431706163e-05
467	12A	Bacteria|p_Dadabacteria	CHJ-BPD/DS+	MAM-J	0	177732	0.0
468	12A	Bacteria|p_Deferribacterota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
469	12A	Bacteria|p_Deinococcota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
470	12A	Bacteria|p_Desulfobacterota	CHJ-BPD/DS+	MAM-J	30	177732	0.00016879346431706164
471	12A	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
472	12A	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
473	12A	Bacteria|p_Fibrobacteres	CHJ-BPD/DS+	MAM-J	0	177732	0.0
474	12A	Bacteria|p_Fibrobacterota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
475	12A	Bacteria|p_Firmicutes	CHJ-BPD/DS+	MAM-J	2714	177732	0.01527018207188351
476	12A	Bacteria|p_Fusobacteria	CHJ-BPD/DS+	MAM-J	1	177732	5.6264488105687215e-06
477	12A	Bacteria|p_Fusobacteriota	CHJ-BPD/DS+	MAM-J	5397	177732	0.03036594423063939
478	12A	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
479	12A	Bacteria|p_Latescibacterota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
480	12A	Bacteria|p_Methylomirabilota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
481	12A	Bacteria|p_Myxococcota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
482	12A	Bacteria|p_NB1-j	CHJ-BPD/DS+	MAM-J	0	177732	0.0
483	12A	Bacteria|p_Nitrospirota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
484	12A	Bacteria|p_Patescibacteria	CHJ-BPD/DS+	MAM-J	173	177732	0.0009733756442283888
485	12A	Bacteria|p_Planctomycetota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
486	12A	Bacteria|p_Proteobacteria	CHJ-BPD/DS+	MAM-J	135844	177732	0.7643193122228974
487	12A	Bacteria|p_Spirochaetota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
488	12A	Bacteria|p_Synergistota	CHJ-BPD/DS+	MAM-J	1	177732	5.6264488105687215e-06
489	12A	Bacteria|p_Tenericutes	CHJ-BPD/DS+	MAM-J	3	177732	1.6879346431706163e-05
490	12A	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS+	MAM-J	0	177732	0.0
491	12A	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS+	MAM-J	6125	177732	0.03446199896473342
492	12A	Bacteria|p_WPS-2	CHJ-BPD/DS+	MAM-J	0	177732	0.0
493	12A	Eukaryota	CHJ-BPD/DS+	MAM-J	0	177732	0.0
495	12B	Archaea|p_Crenarchaeota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
496	12B	Archaea|p_Euryarchaeota	CHJ-BPD/DS+	MAM-I	2805	179905	0.0155915622133904
497	12B	Archaea|p_Halobacterota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
498	12B	Archaea|p_Thermoplasmatota	CHJ-BPD/DS+	MAM-I	25	179905	0.0001389622300658681
499	12B	Bacteria	CHJ-BPD/DS+	MAM-I	2212	179905	0.012295378116228009
500	12B	Bacteria|p_Acidobacteriota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
501	12B	Bacteria|p_Actinobacteria	CHJ-BPD/DS+	MAM-I	65	179905	0.0003613017981712571
502	12B	Bacteria|p_Actinobacteriota	CHJ-BPD/DS+	MAM-I	690	179905	0.0038353575498179596
503	12B	Bacteria|p_Bacteroidetes	CHJ-BPD/DS+	MAM-I	81	179905	0.00045023762541341266
504	12B	Bacteria|p_Bacteroidota	CHJ-BPD/DS+	MAM-I	21041	179905	0.11695617131263722
505	12B	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
506	12B	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
507	12B	Bacteria|p_Caldisericota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
508	12B	Bacteria|p_Campylobacterota	CHJ-BPD/DS+	MAM-I	4122	179905	0.02291209249326033
509	12B	Bacteria|p_Chloroflexi	CHJ-BPD/DS+	MAM-I	0	179905	0.0
510	12B	Bacteria|p_Cloacimonadota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
511	12B	Bacteria|p_Cyanobacteria	CHJ-BPD/DS+	MAM-I	35	179905	0.00019454712209221535
512	12B	Bacteria|p_Dadabacteria	CHJ-BPD/DS+	MAM-I	0	179905	0.0
513	12B	Bacteria|p_Deferribacterota	CHJ-BPD/DS+	MAM-I	15	179905	8.337733803952085e-05
514	12B	Bacteria|p_Deinococcota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
515	12B	Bacteria|p_Desulfobacterota	CHJ-BPD/DS+	MAM-I	2260	179905	0.012562185597954476
516	12B	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
517	12B	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
518	12B	Bacteria|p_Fibrobacteres	CHJ-BPD/DS+	MAM-I	0	179905	0.0
519	12B	Bacteria|p_Fibrobacterota	CHJ-BPD/DS+	MAM-I	3	179905	1.6675467607904172e-05
520	12B	Bacteria|p_Firmicutes	CHJ-BPD/DS+	MAM-I	109563	179905	0.6090047525082682
521	12B	Bacteria|p_Fusobacteria	CHJ-BPD/DS+	MAM-I	16	179905	8.893582724215558e-05
522	12B	Bacteria|p_Fusobacteriota	CHJ-BPD/DS+	MAM-I	6539	179905	0.03634696089602846
523	12B	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
524	12B	Bacteria|p_Latescibacterota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
525	12B	Bacteria|p_Methylomirabilota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
526	12B	Bacteria|p_Myxococcota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
527	12B	Bacteria|p_NB1-j	CHJ-BPD/DS+	MAM-I	0	179905	0.0
528	12B	Bacteria|p_Nitrospirota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
529	12B	Bacteria|p_Patescibacteria	CHJ-BPD/DS+	MAM-I	3733	179905	0.020749840193435426
530	12B	Bacteria|p_Planctomycetota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
531	12B	Bacteria|p_Proteobacteria	CHJ-BPD/DS+	MAM-I	25876	179905	0.1438314666073761
532	12B	Bacteria|p_Spirochaetota	CHJ-BPD/DS+	MAM-I	558	179905	0.003101636975070176
533	12B	Bacteria|p_Synergistota	CHJ-BPD/DS+	MAM-I	23	179905	0.00012784525166059866
534	12B	Bacteria|p_Tenericutes	CHJ-BPD/DS+	MAM-I	19	179905	0.00010561129485005975
535	12B	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS+	MAM-I	0	179905	0.0
536	12B	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS+	MAM-I	168	179905	0.0009338261860426336
537	12B	Bacteria|p_WPS-2	CHJ-BPD/DS+	MAM-I	7	179905	3.890942441844307e-05
538	12B	Eukaryota	CHJ-BPD/DS+	MAM-I	0	179905	0.0
540	12C	Archaea|p_Crenarchaeota	CHJ-BPD/DS+	MAMLI	0	105335	0.0
541	12C	Archaea|p_Euryarchaeota	CHJ-BPD/DS+	MAMLI	614	105335	0.005829021692694736
542	12C	Archaea|p_Halobacterota	CHJ-BPD/DS+	MAMLI	0	105335	0.0
543	12C	Archaea|p_Thermoplasmatota	CHJ-BPD/DS+	MAMLI	23	105335	0.00021835097545924907
544	12C	Bacteria	CHJ-BPD/DS+	MAMLI	985	105335	0.009351117862059145
545	12C	Bacteria|p_Acidobacteriota	CHJ-BPD/DS+	MAMLI	0	105335	0.0
546	12C	Bacteria|p_Actinobacteria	CHJ-BPD/DS+	MAMLI	46	105335	0.00043670195091849814
547	12C	Bacteria|p_Actinobacteriota	CHJ-BPD/DS+	MAMLI	1326	105335	0.012588408411259315
548	12C	Bacteria|p_Bacteroidetes	CHJ-BPD/DS+	MAMLI	47	105335	0.0004461954715906394
549	12C	Bacteria|p_Bacteroidota	CHJ-BPD/DS+	MAMLI	10877	105335	0.10326102435088053
550	12C	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS+	MAMLI	0	105335	0.0
551	12C	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS+	MAMLI	0	105335	0.0
552	12C	Bacteria|p_Caldisericota	CHJ-BPD/DS+	MAMLI	0	105335	0.0
553	12C	Bacteria|p_Campylobacterota	CHJ-BPD/DS+	MAMLI	26277	105335	0.249461242701856
554	12C	Bacteria|p_Chloroflexi	CHJ-BPD/DS+	MAMLI	0	105335	0.0
555	12C	Bacteria|p_Cloacimonadota	CHJ-BPD/DS+	MAMLI	0	105335	0.0
556	12C	Bacteria|p_Cyanobacteria	CHJ-BPD/DS+	MAMLI	14	105335	0.00013290928940997768
557	12C	Bacteria|p_Dadabacteria	CHJ-BPD/DS+	MAMLI	0	105335	0.0
558	12C	Bacteria|p_Deferribacterota	CHJ-BPD/DS+	MAMLI	14	105335	0.00013290928940997768
559	12C	Bacteria|p_Deinococcota	CHJ-BPD/DS+	MAMLI	0	105335	0.0
560	12C	Bacteria|p_Desulfobacterota	CHJ-BPD/DS+	MAMLI	788	105335	0.007480894289647316
561	12C	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS+	MAMLI	0	105335	0.0
