	#SampleID	Taxonomy	GROUP	Subgroup	Value	Total	RelativeAbundance
2814	24B	Bacteria|p_Fibrobacterota	CHJ-BPD/DS-	MAM-I	0	105341	0.0
2815	24B	Bacteria|p_Firmicutes	CHJ-BPD/DS-	MAM-I	46285	105341	0.43938257658461566
2816	24B	Bacteria|p_Fusobacteria	CHJ-BPD/DS-	MAM-I	126	105341	0.0011961154726080063
2817	24B	Bacteria|p_Fusobacteriota	CHJ-BPD/DS-	MAM-I	241	105341	0.0022878081658613456
2818	24B	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS-	MAM-I	0	105341	0.0
2819	24B	Bacteria|p_Latescibacterota	CHJ-BPD/DS-	MAM-I	0	105341	0.0
2820	24B	Bacteria|p_Methylomirabilota	CHJ-BPD/DS-	MAM-I	0	105341	0.0
2821	24B	Bacteria|p_Myxococcota	CHJ-BPD/DS-	MAM-I	0	105341	0.0
2822	24B	Bacteria|p_NB1-j	CHJ-BPD/DS-	MAM-I	0	105341	0.0
2823	24B	Bacteria|p_Nitrospirota	CHJ-BPD/DS-	MAM-I	0	105341	0.0
2824	24B	Bacteria|p_Patescibacteria	CHJ-BPD/DS-	MAM-I	34385	105341	0.3264161152827484
2825	24B	Bacteria|p_Planctomycetota	CHJ-BPD/DS-	MAM-I	0	105341	0.0
2826	24B	Bacteria|p_Proteobacteria	CHJ-BPD/DS-	MAM-I	2592	105341	0.024605804007936133
2827	24B	Bacteria|p_Spirochaetota	CHJ-BPD/DS-	MAM-I	142	105341	0.0013480031516693405
2828	24B	Bacteria|p_Synergistota	CHJ-BPD/DS-	MAM-I	7	105341	6.645085958933369e-05
2829	24B	Bacteria|p_Tenericutes	CHJ-BPD/DS-	MAM-I	0	105341	0.0
2830	24B	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS-	MAM-I	0	105341	0.0
2831	24B	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS-	MAM-I	9	105341	8.543681947200046e-05
2832	24B	Bacteria|p_WPS-2	CHJ-BPD/DS-	MAM-I	0	105341	0.0
2833	24B	Eukaryota	CHJ-BPD/DS-	MAM-I	0	105341	0.0
2835	24D	Archaea|p_Crenarchaeota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2836	24D	Archaea|p_Euryarchaeota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2837	24D	Archaea|p_Halobacterota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2838	24D	Archaea|p_Thermoplasmatota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2839	24D	Bacteria	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2840	24D	Bacteria|p_Acidobacteriota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2841	24D	Bacteria|p_Actinobacteria	CHJ-BPD/DS-	MAM-D	586	111034	0.005277662697912351
2842	24D	Bacteria|p_Actinobacteriota	CHJ-BPD/DS-	MAM-D	2710	111034	0.02440693841526019
2843	24D	Bacteria|p_Bacteroidetes	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2844	24D	Bacteria|p_Bacteroidota	CHJ-BPD/DS-	MAM-D	1421	111034	0.012797881729920565
2845	24D	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2846	24D	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2847	24D	Bacteria|p_Caldisericota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2848	24D	Bacteria|p_Campylobacterota	CHJ-BPD/DS-	MAM-D	73067	111034	0.6580596934272385
2849	24D	Bacteria|p_Chloroflexi	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2850	24D	Bacteria|p_Cloacimonadota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2851	24D	Bacteria|p_Cyanobacteria	CHJ-BPD/DS-	MAM-D	34	111034	0.0003062125114829692
2852	24D	Bacteria|p_Dadabacteria	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2853	24D	Bacteria|p_Deferribacterota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2854	24D	Bacteria|p_Deinococcota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2855	24D	Bacteria|p_Desulfobacterota	CHJ-BPD/DS-	MAM-D	8671	111034	0.07809319667849488
2856	24D	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2857	24D	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2858	24D	Bacteria|p_Fibrobacteres	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2859	24D	Bacteria|p_Fibrobacterota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2860	24D	Bacteria|p_Firmicutes	CHJ-BPD/DS-	MAM-D	8911	111034	0.08025469675955113
2861	24D	Bacteria|p_Fusobacteria	CHJ-BPD/DS-	MAM-D	72	111034	0.000648450024316876
2862	24D	Bacteria|p_Fusobacteriota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2863	24D	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2864	24D	Bacteria|p_Latescibacterota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2865	24D	Bacteria|p_Methylomirabilota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2866	24D	Bacteria|p_Myxococcota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2867	24D	Bacteria|p_NB1-j	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2868	24D	Bacteria|p_Nitrospirota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2869	24D	Bacteria|p_Patescibacteria	CHJ-BPD/DS-	MAM-D	55	111034	0.0004953437685753913
2870	24D	Bacteria|p_Planctomycetota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2871	24D	Bacteria|p_Proteobacteria	CHJ-BPD/DS-	MAM-D	1928	111034	0.0173640506511519
2872	24D	Bacteria|p_Spirochaetota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2873	24D	Bacteria|p_Synergistota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2874	24D	Bacteria|p_Tenericutes	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2875	24D	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2876	24D	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2877	24D	Bacteria|p_WPS-2	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2878	24D	Eukaryota	CHJ-BPD/DS-	MAM-D	0	111034	0.0
2880	24F	Archaea|p_Crenarchaeota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2881	24F	Archaea|p_Euryarchaeota	CHJ-BPD/DS-	Fecal	4783	149027	0.03209485529467815
2882	24F	Archaea|p_Halobacterota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2883	24F	Archaea|p_Thermoplasmatota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2884	24F	Bacteria	CHJ-BPD/DS-	Fecal	101	149027	0.0006777295389426077
2885	24F	Bacteria|p_Acidobacteriota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2886	24F	Bacteria|p_Actinobacteria	CHJ-BPD/DS-	Fecal	92	149027	0.0006173377978487119
2887	24F	Bacteria|p_Actinobacteriota	CHJ-BPD/DS-	Fecal	1384	149027	0.009286907741550188
2888	24F	Bacteria|p_Bacteroidetes	CHJ-BPD/DS-	Fecal	288	149027	0.0019325357150046635
2889	24F	Bacteria|p_Bacteroidota	CHJ-BPD/DS-	Fecal	37882	149027	0.254195548457662
2890	24F	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2891	24F	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2892	24F	Bacteria|p_Caldisericota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2893	24F	Bacteria|p_Campylobacterota	CHJ-BPD/DS-	Fecal	1312	149027	0.008803773812799023
2894	24F	Bacteria|p_Chloroflexi	CHJ-BPD/DS-	Fecal	0	149027	0.0
2895	24F	Bacteria|p_Cloacimonadota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2896	24F	Bacteria|p_Cyanobacteria	CHJ-BPD/DS-	Fecal	17	149027	0.00011407328873291417
2897	24F	Bacteria|p_Dadabacteria	CHJ-BPD/DS-	Fecal	0	149027	0.0
2898	24F	Bacteria|p_Deferribacterota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2899	24F	Bacteria|p_Deinococcota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2900	24F	Bacteria|p_Desulfobacterota	CHJ-BPD/DS-	Fecal	842	149027	0.00564998288900669
2901	24F	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2902	24F	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2903	24F	Bacteria|p_Fibrobacteres	CHJ-BPD/DS-	Fecal	0	149027	0.0
2904	24F	Bacteria|p_Fibrobacterota	CHJ-BPD/DS-	Fecal	37	149027	0.00024827715783046027
2905	24F	Bacteria|p_Firmicutes	CHJ-BPD/DS-	Fecal	69752	149027	0.4680494138646017
2906	24F	Bacteria|p_Fusobacteria	CHJ-BPD/DS-	Fecal	208	149027	0.0013957202386144793
2907	24F	Bacteria|p_Fusobacteriota	CHJ-BPD/DS-	Fecal	639	149027	0.004287813617666597
2908	24F	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2909	24F	Bacteria|p_Latescibacterota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2910	24F	Bacteria|p_Methylomirabilota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2911	24F	Bacteria|p_Myxococcota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2912	24F	Bacteria|p_NB1-j	CHJ-BPD/DS-	Fecal	0	149027	0.0
2913	24F	Bacteria|p_Nitrospirota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2914	24F	Bacteria|p_Patescibacteria	CHJ-BPD/DS-	Fecal	28433	149027	0.19079093050252638
2915	24F	Bacteria|p_Planctomycetota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2916	24F	Bacteria|p_Proteobacteria	CHJ-BPD/DS-	Fecal	3219	149027	0.02160011273125004
2917	24F	Bacteria|p_Spirochaetota	CHJ-BPD/DS-	Fecal	33	149027	0.00022143638401095103
2918	24F	Bacteria|p_Synergistota	CHJ-BPD/DS-	Fecal	1	149027	6.710193454877304e-06
2919	24F	Bacteria|p_Tenericutes	CHJ-BPD/DS-	Fecal	0	149027	0.0
2920	24F	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS-	Fecal	0	149027	0.0
2921	24F	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS-	Fecal	2	149027	1.3420386909754608e-05
2922	24F	Bacteria|p_WPS-2	CHJ-BPD/DS-	Fecal	0	149027	0.0
2923	24F	Eukaryota	CHJ-BPD/DS-	Fecal	0	149027	0.0
2925	25A	Archaea|p_Crenarchaeota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2926	25A	Archaea|p_Euryarchaeota	CHJ-BPD/DS-	MAM-J	17	170593	9.96523890194791e-05
2927	25A	Archaea|p_Halobacterota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2928	25A	Archaea|p_Thermoplasmatota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2929	25A	Bacteria	CHJ-BPD/DS-	MAM-J	140	170593	0.0008206667331015927
2930	25A	Bacteria|p_Acidobacteriota	CHJ-BPD/DS-	MAM-J	33	170593	0.00019344287280251827
2931	25A	Bacteria|p_Actinobacteria	CHJ-BPD/DS-	MAM-J	521	170593	0.003054052628185213
2932	25A	Bacteria|p_Actinobacteriota	CHJ-BPD/DS-	MAM-J	7940	170593	0.04654352757733318
2933	25A	Bacteria|p_Bacteroidetes	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2934	25A	Bacteria|p_Bacteroidota	CHJ-BPD/DS-	MAM-J	3894	170593	0.022826258990697155
2935	25A	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2936	25A	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2937	25A	Bacteria|p_Caldisericota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2938	25A	Bacteria|p_Campylobacterota	CHJ-BPD/DS-	MAM-J	4105	170593	0.024063120995585986
2939	25A	Bacteria|p_Chloroflexi	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2940	25A	Bacteria|p_Cloacimonadota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2941	25A	Bacteria|p_Cyanobacteria	CHJ-BPD/DS-	MAM-J	23	170593	0.0001348238204381188
2942	25A	Bacteria|p_Dadabacteria	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2943	25A	Bacteria|p_Deferribacterota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2944	25A	Bacteria|p_Deinococcota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2945	25A	Bacteria|p_Desulfobacterota	CHJ-BPD/DS-	MAM-J	170	170593	0.0009965238901947912
2946	25A	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2947	25A	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2948	25A	Bacteria|p_Fibrobacteres	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2949	25A	Bacteria|p_Fibrobacterota	CHJ-BPD/DS-	MAM-J	6	170593	3.517143141863968e-05
2950	25A	Bacteria|p_Firmicutes	CHJ-BPD/DS-	MAM-J	80713	170593	0.4731319573487775
2951	25A	Bacteria|p_Fusobacteria	CHJ-BPD/DS-	MAM-J	81	170593	0.00047481432415163576
2952	25A	Bacteria|p_Fusobacteriota	CHJ-BPD/DS-	MAM-J	438	170593	0.002567514493560697
2953	25A	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2954	25A	Bacteria|p_Latescibacterota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2955	25A	Bacteria|p_Methylomirabilota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2956	25A	Bacteria|p_Myxococcota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2957	25A	Bacteria|p_NB1-j	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2958	25A	Bacteria|p_Nitrospirota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2959	25A	Bacteria|p_Patescibacteria	CHJ-BPD/DS-	MAM-J	2609	170593	0.015293710761871823
2960	25A	Bacteria|p_Planctomycetota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2961	25A	Bacteria|p_Proteobacteria	CHJ-BPD/DS-	MAM-J	10556	170593	0.06187827167586009
2962	25A	Bacteria|p_Spirochaetota	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2963	25A	Bacteria|p_Synergistota	CHJ-BPD/DS-	MAM-J	3	170593	1.758571570931984e-05
2964	25A	Bacteria|p_Tenericutes	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2965	25A	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2966	25A	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS-	MAM-J	74	170593	0.00043378098749655614
2967	25A	Bacteria|p_WPS-2	CHJ-BPD/DS-	MAM-J	0	170593	0.0
2968	25A	Eukaryota	CHJ-BPD/DS-	MAM-J	6	170593	3.517143141863968e-05
2970	25B	Archaea|p_Crenarchaeota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2971	25B	Archaea|p_Euryarchaeota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2972	25B	Archaea|p_Halobacterota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2973	25B	Archaea|p_Thermoplasmatota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2974	25B	Bacteria	CHJ-BPD/DS-	MAM-I	2856	194732	0.014666310621777623
2975	25B	Bacteria|p_Acidobacteriota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2976	25B	Bacteria|p_Actinobacteria	CHJ-BPD/DS-	MAM-I	45	194732	0.00023108682702380708
2977	25B	Bacteria|p_Actinobacteriota	CHJ-BPD/DS-	MAM-I	379	194732	0.0019462646098227308
2978	25B	Bacteria|p_Bacteroidetes	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2979	25B	Bacteria|p_Bacteroidota	CHJ-BPD/DS-	MAM-I	456	194732	0.0023416798471745785
2980	25B	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2981	25B	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2982	25B	Bacteria|p_Caldisericota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2983	25B	Bacteria|p_Campylobacterota	CHJ-BPD/DS-	MAM-I	178260	194732	0.9154119507836411
2984	25B	Bacteria|p_Chloroflexi	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2985	25B	Bacteria|p_Cloacimonadota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2986	25B	Bacteria|p_Cyanobacteria	CHJ-BPD/DS-	MAM-I	679	194732	0.003486843456648111
2987	25B	Bacteria|p_Dadabacteria	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2988	25B	Bacteria|p_Deferribacterota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2989	25B	Bacteria|p_Deinococcota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2990	25B	Bacteria|p_Desulfobacterota	CHJ-BPD/DS-	MAM-I	41	194732	0.000210545775732802
2991	25B	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2992	25B	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2993	25B	Bacteria|p_Fibrobacteres	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2994	25B	Bacteria|p_Fibrobacterota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2995	25B	Bacteria|p_Firmicutes	CHJ-BPD/DS-	MAM-I	1626	194732	0.008349937349793562
2996	25B	Bacteria|p_Fusobacteria	CHJ-BPD/DS-	MAM-I	59	194732	0.00030298050654232485
2997	25B	Bacteria|p_Fusobacteriota	CHJ-BPD/DS-	MAM-I	11	194732	5.648789105026395e-05
2998	25B	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
2999	25B	Bacteria|p_Latescibacterota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
3000	25B	Bacteria|p_Methylomirabilota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
3001	25B	Bacteria|p_Myxococcota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
3002	25B	Bacteria|p_NB1-j	CHJ-BPD/DS-	MAM-I	0	194732	0.0
3003	25B	Bacteria|p_Nitrospirota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
3004	25B	Bacteria|p_Patescibacteria	CHJ-BPD/DS-	MAM-I	2239	194732	0.01149785346014009
3005	25B	Bacteria|p_Planctomycetota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
3006	25B	Bacteria|p_Proteobacteria	CHJ-BPD/DS-	MAM-I	240	194732	0.0012324630774603045
3007	25B	Bacteria|p_Spirochaetota	CHJ-BPD/DS-	MAM-I	1709	194732	0.008776164164081918
3008	25B	Bacteria|p_Synergistota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
3009	25B	Bacteria|p_Tenericutes	CHJ-BPD/DS-	MAM-I	0	194732	0.0
3010	25B	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS-	MAM-I	0	194732	0.0
3011	25B	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
3012	25B	Bacteria|p_WPS-2	CHJ-BPD/DS-	MAM-I	0	194732	0.0
3013	25B	Eukaryota	CHJ-BPD/DS-	MAM-I	0	194732	0.0
3015	25C	Archaea|p_Crenarchaeota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3016	25C	Archaea|p_Euryarchaeota	CHJ-BPD/DS-	MAMLI	960	203063	0.00472759685417826
3017	25C	Archaea|p_Halobacterota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3018	25C	Archaea|p_Thermoplasmatota	CHJ-BPD/DS-	MAMLI	117	203063	0.0005761758666029754
3019	25C	Bacteria	CHJ-BPD/DS-	MAMLI	1308	203063	0.006441350713817879
3020	25C	Bacteria|p_Acidobacteriota	CHJ-BPD/DS-	MAMLI	3	203063	1.4773740169307063e-05
3021	25C	Bacteria|p_Actinobacteria	CHJ-BPD/DS-	MAMLI	216	203063	0.0010637092921901084
3022	25C	Bacteria|p_Actinobacteriota	CHJ-BPD/DS-	MAMLI	612	203063	0.0030138429945386408
3023	25C	Bacteria|p_Bacteroidetes	CHJ-BPD/DS-	MAMLI	26	203063	0.00012803908146732788
3024	25C	Bacteria|p_Bacteroidota	CHJ-BPD/DS-	MAMLI	21622	203063	0.10647926998025244
3025	25C	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3026	25C	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3027	25C	Bacteria|p_Caldisericota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3028	25C	Bacteria|p_Campylobacterota	CHJ-BPD/DS-	MAMLI	118694	203063	0.5845181052185775
3029	25C	Bacteria|p_Chloroflexi	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3030	25C	Bacteria|p_Cloacimonadota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3031	25C	Bacteria|p_Cyanobacteria	CHJ-BPD/DS-	MAMLI	254	203063	0.0012508433343346645
3032	25C	Bacteria|p_Dadabacteria	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3033	25C	Bacteria|p_Deferribacterota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3034	25C	Bacteria|p_Deinococcota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3035	25C	Bacteria|p_Desulfobacterota	CHJ-BPD/DS-	MAMLI	258	203063	0.0012705416545604074
3036	25C	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3037	25C	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3038	25C	Bacteria|p_Fibrobacteres	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3039	25C	Bacteria|p_Fibrobacterota	CHJ-BPD/DS-	MAMLI	5	203063	2.4622900282178436e-05
3040	25C	Bacteria|p_Firmicutes	CHJ-BPD/DS-	MAMLI	42489	203063	0.2092404820178959
3041	25C	Bacteria|p_Fusobacteria	CHJ-BPD/DS-	MAMLI	713	203063	0.003511225580238645
3042	25C	Bacteria|p_Fusobacteriota	CHJ-BPD/DS-	MAMLI	1591	203063	0.007835006869789178
3043	25C	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3044	25C	Bacteria|p_Latescibacterota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3045	25C	Bacteria|p_Methylomirabilota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3046	25C	Bacteria|p_Myxococcota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3047	25C	Bacteria|p_NB1-j	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3048	25C	Bacteria|p_Nitrospirota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3049	25C	Bacteria|p_Patescibacteria	CHJ-BPD/DS-	MAMLI	10481	203063	0.05161452357150244
3050	25C	Bacteria|p_Planctomycetota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3051	25C	Bacteria|p_Proteobacteria	CHJ-BPD/DS-	MAMLI	1241	203063	0.006111403850036688
3052	25C	Bacteria|p_Spirochaetota	CHJ-BPD/DS-	MAMLI	588	203063	0.002895653073184184
3053	25C	Bacteria|p_Synergistota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3054	25C	Bacteria|p_Tenericutes	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3055	25C	Bacteria|p_Verrucomicrobia	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3056	25C	Bacteria|p_Verrucomicrobiota	CHJ-BPD/DS-	MAMLI	24	203063	0.0001181899213544565
3057	25C	Bacteria|p_WPS-2	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3058	25C	Eukaryota	CHJ-BPD/DS-	MAMLI	0	203063	0.0
3060	25F	Archaea|p_Crenarchaeota	CHJ-BPD/DS-	Fecal	0	188223	0.0
3061	25F	Archaea|p_Euryarchaeota	CHJ-BPD/DS-	Fecal	691	188223	0.0036711772737656927
3062	25F	Archaea|p_Halobacterota	CHJ-BPD/DS-	Fecal	0	188223	0.0
3063	25F	Archaea|p_Thermoplasmatota	CHJ-BPD/DS-	Fecal	0	188223	0.0
3064	25F	Bacteria	CHJ-BPD/DS-	Fecal	20	188223	0.00010625693990638763
3065	25F	Bacteria|p_Acidobacteriota	CHJ-BPD/DS-	Fecal	0	188223	0.0
3066	25F	Bacteria|p_Actinobacteria	CHJ-BPD/DS-	Fecal	1590	188223	0.008447426722557817
3067	25F	Bacteria|p_Actinobacteriota	CHJ-BPD/DS-	Fecal	4716	188223	0.025055386429926205
3068	25F	Bacteria|p_Bacteroidetes	CHJ-BPD/DS-	Fecal	5	188223	2.6564234976596908e-05
3069	25F	Bacteria|p_Bacteroidota	CHJ-BPD/DS-	Fecal	8389	188223	0.04456947344373429
3070	25F	Bacteria|p_Bdellovibrionota	CHJ-BPD/DS-	Fecal	0	188223	0.0
3071	25F	Bacteria|p_Caldatribacteriota	CHJ-BPD/DS-	Fecal	0	188223	0.0
3072	25F	Bacteria|p_Caldisericota	CHJ-BPD/DS-	Fecal	0	188223	0.0
3073	25F	Bacteria|p_Campylobacterota	CHJ-BPD/DS-	Fecal	10280	188223	0.05461606711188324
3074	25F	Bacteria|p_Chloroflexi	CHJ-BPD/DS-	Fecal	0	188223	0.0
3075	25F	Bacteria|p_Cloacimonadota	CHJ-BPD/DS-	Fecal	0	188223	0.0
3076	25F	Bacteria|p_Cyanobacteria	CHJ-BPD/DS-	Fecal	0	188223	0.0
3077	25F	Bacteria|p_Dadabacteria	CHJ-BPD/DS-	Fecal	0	188223	0.0
3078	25F	Bacteria|p_Deferribacterota	CHJ-BPD/DS-	Fecal	1	188223	5.312846995319382e-06
3079	25F	Bacteria|p_Deinococcota	CHJ-BPD/DS-	Fecal	0	188223	0.0
3080	25F	Bacteria|p_Desulfobacterota	CHJ-BPD/DS-	Fecal	41	188223	0.00021782672680809465
3081	25F	Bacteria|p_Elusimicrobiota	CHJ-BPD/DS-	Fecal	0	188223	0.0
3082	25F	Bacteria|p_Entotheonellaeota	CHJ-BPD/DS-	Fecal	0	188223	0.0
3083	25F	Bacteria|p_Fibrobacteres	CHJ-BPD/DS-	Fecal	0	188223	0.0
3084	25F	Bacteria|p_Fibrobacterota	CHJ-BPD/DS-	Fecal	21	188223	0.00011156978690170702
3085	25F	Bacteria|p_Firmicutes	CHJ-BPD/DS-	Fecal	98826	188223	0.5250474171594333
3086	25F	Bacteria|p_Fusobacteria	CHJ-BPD/DS-	Fecal	490	188223	0.002603295027706497
3087	25F	Bacteria|p_Fusobacteriota	CHJ-BPD/DS-	Fecal	1492	188223	0.007926767717016517
3088	25F	Bacteria|p_Gemmatimonadota	CHJ-BPD/DS-	Fecal	0	188223	0.0
